﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分（類別）,車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
111,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,6,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,84,,1,12,4,120.699246,24.177995,3
112,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,10,臺中市,大雅區,0,1,0,5,2,6,30,3,2,1,4,4,6,6,4,4,10,5,5,1,17,2,9,1,1,C03,7,12,1,10,2,16,,84,84,1,12,4,120.668495,24.225185,2
113,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,12,臺中市,清水區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,59,,1,12,4,120.560526,24.278454,3
114,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,13,臺中市,太平區,0,0,0,5,2,3,80,,,,,,,,,,,,,,,,,,,B03,,,1,,1,1,,7,7,1,12,4,120.71463,24.148039,3
115,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,14,臺中市,西屯區,0,1,0,5,3,6,40,13,8,1,4,4,6,6,4,4,10,5,5,2,18,2,9,5,4,C03,7,9,1,10,2,14,,84,84,1,13,4,120.610967,24.184398,2
116,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,14,臺中市,烏日區,0,1,0,5,2,6,30,3,1,1,4,4,6,6,4,4,10,5,5,2,17,3,10,5,4,B03,7,5,1,5,2,8,,13,13,1,12,4,120.617216,24.105729,2
117,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,14,臺中市,龍井區,0,2,0,5,3,6,70,13,7,1,4,1,6,6,1,1,1,4,3,2,17,2,1,3,1,B03,7,9,3,19,2,8,,6,6,1,13,4,120.504773,24.207746,2
118,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,15,臺中市,潭子區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,8,,1,13,4,120.717896,24.197061,3
119,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,15,臺中市,南屯區,0,1,0,5,2,6,40,13,8,1,4,4,6,6,4,4,1,4,4,2,18,2,8,2,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.596604,24.155936,2
120,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,15,臺中市,石岡區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,12,12,1,12,4,120.778942,24.275641,3
121,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,16,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,8,,1,12,4,120.641186,24.156092,3
122,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,16,臺中市,霧峰區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,2,,,7,,1,12,4,120.70017,24.07499,3
123,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,16,臺中市,沙鹿區,0,3,0,5,2,6,40,13,8,1,4,4,6,6,4,4,1,4,4,1,13,2,1,2,1,C03,7,9,1,10,2,12,,85,85,1,6,4,120.566839,24.203831,2
124,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,18,臺中市,北屯區,0,1,0,5,2,6,30,13,9,1,4,4,6,6,4,4,10,5,5,2,17,3,10,1,1,C03,7,11,1,10,2,15,,45,45,1,12,4,120.698694,24.176007,2
125,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,20,臺中市,西屯區,0,0,0,5,,,30,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,8,8,1,13,4,120.617064,24.189726,3
126,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,20,臺中市,清水區,0,0,0,5,,,60,,,,,,,,,,,,,,,,,,,B03,,,,,2,,,47,47,1,12,4,120.596523,24.30395,3
127,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,21,臺中市,北區,0,1,0,5,2,6,30,13,9,1,4,4,6,6,4,4,10,5,5,2,17,2,8,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,120.684292,24.165295,2
128,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,25,臺中市,霧峰區,0,0,0,5,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,8,,1,6,4,120.67283,24.052341,3
129,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,26,臺中市,南區,0,1,0,5,3,6,50,13,9,1,4,4,6,6,4,4,10,5,5,2,18,2,9,2,1,C03,7,9,5,19,2,16,,84,84,1,13,4,120.678377,24.133551,2
130,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,26,臺中市,北屯區,0,0,0,5,,,30,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,87,,1,6,4,120.69881,24.172745,3
131,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,26,臺中市,大里區,0,1,0,5,2,6,50,3,1,1,4,4,6,6,4,4,10,5,5,1,16,3,10,3,1,B03,7,6,1,8,2,6,,14,14,1,12,4,120.697307,24.107932,2
132,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,27,臺中市,清水區,0,1,0,5,3,6,50,13,7,1,4,4,6,6,4,4,1,4,4,2,17,2,9,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.576133,24.270343,2
133,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,28,臺中市,南屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,50,,1,13,4,120.644954,24.131329,3
134,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,29,臺中市,南區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B01,,,1,,2,,,7,,1,12,4,120.67175,24.119108,3
135,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,31,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,2,5,2,12,3,10,2,1,C03,7,9,1,10,2,14,,26,26,1,12,4,120.685498,24.172177,2
136,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,33,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,49,,1,12,4,120.692433,24.140548,3
137,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,33,臺中市,西屯區,0,1,0,5,2,6,50,3,1,1,4,4,6,6,1,1,10,5,5,2,12,3,10,3,1,B03,7,5,1,7,2,2,,11,11,1,12,4,120.603248,24.175286,2
138,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,36,臺中市,北屯區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,5,5,5,1,11,3,10,3,1,B03,7,9,1,8,2,4,,8,8,1,12,4,120.703505,24.163008,2
139,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,36,臺中市,西屯區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,17,3,10,3,1,B03,7,11,1,8,1,16,,45,45,1,12,4,120.656669,24.194246,2
140,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,37,臺中市,潭子區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,13,4,120.718121,24.197412,3
141,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,40,臺中市,大雅區,0,1,0,5,3,6,40,13,8,1,4,4,6,6,4,4,1,3,4,1,17,2,8,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.649631,24.213049,2
142,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,42,臺中市,豐原區,0,0,0,5,,,50,,,,,,,,,,,,,,12,,,,,C03,,,1,,2,,,85,85,1,12,4,120.72326,24.24545,3
143,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,44,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,1,4,4,1,16,3,10,3,1,B03,7,6,1,8,2,1,,11,11,1,12,4,120.660951,24.159175,2
144,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,45,臺中市,西區,0,1,0,5,2,6,40,4,1,1,4,4,6,6,1,1,10,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,12,4,120.662361,24.155395,2
145,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,47,臺中市,東區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,12,,21,21,1,12,4,120.701456,24.138879,2
146,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,50,臺中市,大肚區,0,1,0,5,1,6,30,3,1,1,4,4,6,6,4,4,10,5,5,2,17,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,6,4,120.572694,24.161462,2
147,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,50,臺中市,梧棲區,0,1,0,5,2,6,40,13,8,1,4,4,6,6,4,4,1,5,1,1,18,2,9,1,1,C03,7,12,1,10,2,14,,59,59,1,6,4,120.547988,24.245865,2
148,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,50,臺中市,大甲區,0,1,0,6,2,6,30,3,9,1,5,4,6,6,4,4,5,4,5,2,17,3,10,3,1,B03,7,6,1,8,2,8,,14,14,1,12,4,120.613958,24.357837,2
149,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,52,臺中市,西屯區,0,2,0,5,2,6,30,11,9,1,4,4,6,6,4,4,10,5,5,2,17,2,9,1,4,C03,7,9,1,10,2,12,,84,84,1,13,4,120.619738,24.196269,2
150,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,53,臺中市,西區,0,0,0,5,,,60,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,6,4,120.662383,24.155665,3
151,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,8,59,臺中市,南區,0,1,0,5,2,6,50,4,8,1,4,4,6,6,1,1,9,4,4,1,18,2,9,2,1,C03,7,9,1,10,2,14,,87,87,1,12,4,120.657413,24.129681,2
152,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,0,臺中市,大雅區,0,1,0,5,3,6,60,3,2,1,4,4,6,6,1,1,1,3,4,1,30,2,8,1,1,C03,7,9,1,10,2,14,,59,59,1,12,4,120.647164,24.221041,2
153,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,0,臺中市,太平區,0,0,0,5,,,30,,,,,,,,,,,,,,,,,,,B03,,,6,,9,,,49,49,1,12,4,120.73417,24.121113,3
154,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,3,臺中市,北區,0,1,0,6,2,6,50,3,1,1,5,4,6,6,4,4,1,3,5,2,18,2,9,2,1,C03,7,9,1,10,2,14,,84,84,1,6,4,120.691738,24.160486,2
155,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,8,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,C03,,,1,,1,,,7,,1,12,4,120.681179,24.157314,3
156,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,10,臺中市,西區,0,1,0,5,3,6,50,13,12,1,4,4,6,6,4,4,9,4,4,2,12,3,10,3,1,B03,7,7,1,8,2,2,,40,40,1,12,4,120.660527,24.13301,2
157,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,10,臺中市,南屯區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,7,59,1,12,4,120.647833,24.146757,2
158,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,14,臺中市,大雅區,0,1,0,5,2,6,30,4,1,1,4,4,6,6,4,4,10,4,5,1,17,2,9,1,1,C03,7,9,1,10,2,16,,84,84,1,12,4,120.640555,24.205236,2
159,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,16,臺中市,大甲區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,15,,1,12,4,120.622471,24.346142,3
160,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,18,臺中市,大里區,0,1,0,6,3,6,50,4,1,1,4,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,16,,84,84,1,12,4,120.712931,24.087561,2
161,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,20,臺中市,大雅區,0,2,0,5,3,6,50,4,1,1,4,4,6,6,1,1,4,3,5,1,30,2,9,1,1,C03,7,12,1,10,2,14,,84,84,1,12,4,120.645429,24.221915,2
162,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,20,臺中市,霧峰區,0,1,0,6,2,6,50,3,1,1,4,4,6,6,3,1,5,5,5,1,16,2,9,2,1,C03,7,6,1,10,2,12,,24,24,1,13,4,120.701962,24.068096,2
163,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,20,臺中市,外埔區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,14,,1,12,4,120.661444,24.331567,3
164,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,25,臺中市,北屯區,0,1,0,5,3,6,30,3,1,1,4,4,6,6,4,4,10,5,5,2,16,3,10,3,1,B02,7,5,1,8,2,8,,14,14,1,6,4,120.662189,24.197915,2
165,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,26,臺中市,北區,0,1,0,7,2,6,50,3,1,1,4,4,6,6,4,4,10,5,5,2,18,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,12,4,120.665625,24.159666,2
166,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,27,臺中市,東區,0,1,0,6,3,6,50,4,1,1,4,4,6,6,2,1,5,5,5,2,18,2,9,2,1,C03,7,9,1,10,2,16,,84,84,1,6,4,120.687873,24.136439,2
167,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,30,臺中市,豐原區,0,1,0,7,2,6,50,13,9,4,4,4,6,6,4,4,1,4,5,2,12,3,10,3,1,B12,7,9,1,8,2,2,,84,84,1,12,4,120.749842,24.26914,2
168,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,31,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,9,4,5,2,17,2,9,1,1,C03,7,5,1,10,2,12,,59,59,1,12,4,120.653832,24.122322,2
169,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,32,臺中市,南區,0,1,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,6,1,8,2,2,6,11,11,1,12,4,120.660549,24.116849,2
170,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,33,臺中市,北區,0,0,0,5,2,6,50,3,1,1,4,4,6,6,1,1,1,4,4,2,15,3,10,3,1,B03,7,6,1,7,1,2,,11,11,1,12,4,120.672561,24.168787,3
171,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,34,臺中市,西區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,3,10,3,1,B03,7,8,1,10,2,8,,40,40,1,12,4,120.670112,24.136771,2
172,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,35,臺中市,大雅區,0,2,0,5,3,6,50,4,1,1,4,4,6,6,4,4,4,5,5,1,17,2,8,1,1,C03,7,9,1,10,2,11,,20,20,1,12,4,120.647203,24.225707,2
173,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,37,臺中市,大雅區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B12,,,1,,1,,,7,7,1,12,4,120.615235,24.220095,3
174,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,39,臺中市,東區,0,1,0,5,2,6,50,13,7,1,4,4,6,6,4,4,5,5,4,2,17,3,10,1,1,C03,7,9,5,19,2,16,,84,84,1,12,4,120.699214,24.147505,2
175,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,46,臺中市,霧峰區,0,1,0,5,2,6,50,3,2,1,4,4,6,6,4,4,8,5,5,1,16,3,10,3,1,B03,7,11,1,8,2,8,,45,45,1,12,4,120.675432,24.063873,2
176,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,50,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,11,11,1,12,4,120.638358,24.147176,3
177,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,52,臺中市,大甲區,0,0,0,6,,,40,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,87,,1,12,4,120.653991,24.389965,3
178,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,9,57,臺中市,南屯區,0,0,0,5,,,40,,,,,,,,,,,,,,,,,,,A12,,,1,,1,,,84,,1,13,4,120.616431,24.153216,3
179,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,3,臺中市,西區,0,1,0,5,2,6,40,4,1,1,4,4,6,6,1,1,10,5,5,2,16,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,13,4,120.657262,24.140026,2
180,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,3,臺中市,霧峰區,0,1,0,6,3,6,50,3,1,1,4,4,6,6,4,4,10,5,5,1,18,2,9,1,1,C03,7,9,1,10,2,16,,84,84,1,12,4,120.710847,24.076776,2
181,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,5,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,8,,1,13,4,120.64575,24.17964,3
182,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,13,臺中市,南區,0,1,0,6,2,6,50,4,2,1,4,4,6,6,1,1,10,5,5,1,17,3,10,3,1,B03,7,5,1,8,2,6,,22,22,1,13,4,120.652766,24.117995,2
183,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,15,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,,,,,,A31,,,1,,2,,,49,,1,6,4,120.667523,24.255252,3
184,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,16,臺中市,西屯區,0,0,0,5,,,30,,,,,,,,,,,,,,30,,,,,A11,,,1,,2,,,47,,1,12,4,120.63733,24.183752,3
185,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,18,臺中市,太平區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,4,4,1,17,2,8,5,4,C03,7,8,5,19,2,11,,40,40,1,6,4,120.721425,24.149418,2
186,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,22,臺中市,豐原區,0,1,0,5,3,6,50,13,7,1,4,4,6,6,4,4,5,5,4,1,18,2,9,1,4,C03,7,9,1,9,2,14,,84,84,1,12,4,120.714787,24.245627,2
187,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,26,臺中市,西區,0,2,0,5,2,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,16,2,9,2,1,C03,7,6,1,10,2,14,,48,48,1,6,4,120.669797,24.143992,2
188,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,27,臺中市,沙鹿區,0,0,0,6,,,40,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,82,82,1,13,4,120.561048,24.242573,3
189,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,28,臺中市,后里區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,84,84,1,12,4,120.710695,24.316613,3
190,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,29,臺中市,北區,0,1,0,6,2,6,50,13,7,1,5,4,6,6,4,4,4,5,4,2,17,2,9,2,1,C03,7,9,1,10,2,12,,84,84,1,6,4,120.686248,24.159282,2
191,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,30,臺中市,大雅區,0,0,0,5,,,30,,,,,,,,,,,,,,17,,,,,B12,,,1,,2,,,84,84,1,12,4,120.64706,24.223663,3
192,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,30,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,1,12,2,9,1,1,C03,7,5,1,10,2,14,,22,22,1,12,4,120.721155,24.133507,2
193,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,35,臺中市,清水區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B02,,,1,,2,,,58,,1,12,4,120.535467,24.269546,3
194,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,45,臺中市,大雅區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,84,,1,12,4,120.645845,24.225776,3
195,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,50,臺中市,大甲區,0,0,0,6,2,6,50,3,2,1,4,4,6,6,3,1,4,4,5,1,17,3,10,2,1,C03,7,9,3,,2,11,,59,59,1,12,4,120.627694,24.347551,3
196,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,53,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,84,,1,6,4,120.67327,24.136101,3
197,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,10,59,臺中市,北區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,1,1,5,5,4,2,18,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,12,4,120.676266,24.159207,2
198,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,3,臺中市,豐原區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,7,7,1,12,4,120.71715,24.244026,3
199,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,5,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,85,,1,12,4,120.647456,24.153827,4
200,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,7,臺中市,南屯區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,2,8,2,1,C03,7,6,1,10,2,14,,48,48,1,6,4,120.637876,24.148751,2
201,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,13,臺中市,南區,0,1,0,7,1,6,50,13,9,1,4,4,6,6,4,4,9,4,5,2,16,3,10,3,1,B12,7,11,1,8,2,4,,46,46,1,12,4,120.663097,24.117183,2
202,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,16,臺中市,豐原區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,1,4,5,1,18,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,6,4,120.70916,24.250305,2
203,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,17,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,58,,1,6,4,120.694958,24.183398,3
204,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,18,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,,,,,B03,,,1,,1,,,59,,1,12,4,120.707734,24.182483,3
205,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,21,臺中市,南區,0,0,0,5,,,50,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,40,,1,12,4,120.653398,24.122893,3
206,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,22,臺中市,清水區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,1,4,4,1,14,3,10,3,1,B03,7,2,1,8,2,3,,49,49,1,12,4,120.570616,24.274677,2
207,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,25,臺中市,西屯區,0,0,0,6,,,30,,,,,,,,,,,,,,14,,,,,B12,,,1,,1,,,84,84,1,13,4,120.658426,24.16513,3
208,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,30,臺中市,大里區,0,0,0,5,,,30,,,,,,,,,,,,,,14,,,,,B03,,,1,,1,,,49,,1,13,4,120.680108,24.11351,3
209,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,33,臺中市,大里區,0,1,0,7,2,6,50,13,9,1,4,4,6,6,1,1,5,4,5,2,30,2,9,1,1,C03,7,9,1,10,2,12,,59,59,1,12,4,120.69108,24.114265,2
210,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,36,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,13,,,,,C03,,,1,,1,,,84,,1,12,4,120.671692,24.173904,4
211,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,38,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,49,49,1,13,4,120.655728,24.164292,3
212,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,40,臺中市,西區,0,1,0,5,3,6,50,13,9,1,4,4,6,6,4,4,5,4,5,2,13,2,9,2,1,C03,7,9,1,10,1,14,,43,43,1,12,4,120.653658,24.14673,2
213,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,43,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,3,,,50,,1,12,4,120.74572,24.262555,3
214,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,46,臺中市,清水區,0,0,0,5,,,50,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,8,,1,12,4,120.541713,24.288564,3
215,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,47,臺中市,太平區,0,0,0,5,2,6,50,,,,,,,,,,,,,,,,,,,B03,,,1,,1,1,,84,84,1,12,4,120.716385,24.148825,3
216,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,50,臺中市,西屯區,0,0,0,5,,,50,,,,,,,,,,,,,,14,,,,,B03,,,1,,2,,,84,,1,12,4,120.641103,24.173546,3
217,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,50,臺中市,沙鹿區,0,0,0,7,,,70,,,,,,,,,,,,,,13,,,,,B03,,,1,,2,,,84,84,1,6,4,120.563795,24.239502,3
218,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,54,臺中市,潭子區,0,1,0,6,3,6,50,4,2,1,5,4,6,6,1,1,5,5,5,1,13,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,13,4,120.711301,24.20809,2
219,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,56,臺中市,南屯區,0,1,0,5,2,6,50,13,9,1,4,4,6,6,4,4,1,4,5,2,13,2,9,2,1,C03,7,9,1,10,2,11,,84,7,1,13,4,120.646425,24.126639,2
220,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,57,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,48,48,1,12,4,120.561286,24.125273,3
221,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,11,59,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,17,,,,,B11,,,1,,1,,,51,51,1,13,4,120.696099,24.155745,3
222,66000,387130000C,(04)23274275,(04)23288582,2024,11,1,12,0,臺中市,北屯區,0,1,0,5,3,6,50,5,1,1,4,4,6,6,1,1,10,5,5,2,13,3,10,2,1,C03,7,9,1,10,2,11,,7,7,1,6,4,120.675008,24.177156,2
